253.0,164.0,64.0,32.0
256.0,162.0,56.0,35.0
256.0,162.0,56.0,35.0
256.0,162.0,55.0,35.0
256.0,162.0,55.0,35.0
256.0,162.0,54.0,35.0
255.0,162.0,54.0,35.0
255.0,161.0,53.0,35.0
255.0,161.0,53.0,35.0
255.0,161.0,52.0,35.0
255.0,161.0,52.0,35.0
254.0,161.0,51.0,35.0
254.0,161.0,51.0,35.0
254.0,160.0,50.0,35.0
254.0,160.0,50.0,35.0
254.0,160.0,49.0,35.0
254.0,160.0,49.0,35.0
253.0,160.0,48.0,34.0
253.0,160.0,48.0,34.0
253.0,160.0,47.0,34.0
253.0,159.0,47.0,34.0
253.0,159.0,46.0,34.0
252.0,159.0,46.0,34.0
252.0,159.0,45.0,34.0
252.0,159.0,45.0,34.0
252.0,159.0,44.0,34.0
252.0,158.0,44.0,34.0
251.0,158.0,43.0,34.0
251.0,158.0,43.0,34.0
251.0,158.0,42.0,34.0
251.0,158.0,42.0,34.0
251.0,158.0,41.0,34.0
251.0,158.0,41.0,34.0
250.0,157.0,40.0,33.0
250.0,157.0,40.0,33.0
250.0,157.0,40.0,33.0
250.0,157.0,39.0,33.0
250.0,157.0,39.0,33.0
250.0,157.0,39.0,33.0
250.0,156.0,39.0,33.0
250.0,156.0,38.0,33.0
250.0,156.0,38.0,33.0
250.0,156.0,38.0,33.0
249.0,156.0,37.0,33.0
249.0,156.0,37.0,33.0
249.0,155.0,37.0,33.0
249.0,155.0,37.0,33.0
249.0,155.0,36.0,33.0
249.0,155.0,36.0,33.0
249.0,155.0,36.0,33.0
249.0,155.0,35.0,33.0
249.0,154.0,35.0,33.0
249.0,154.0,35.0,33.0
249.0,154.0,35.0,33.0
248.0,154.0,34.0,33.0
248.0,154.0,34.0,33.0
248.0,154.0,34.0,33.0
248.0,153.0,33.0,33.0
248.0,153.0,33.0,33.0
248.0,153.0,33.0,33.0
248.0,153.0,33.0,33.0
248.0,153.0,32.0,33.0
248.0,153.0,32.0,33.0
248.0,152.0,32.0,33.0
247.0,152.0,31.0,33.0
247.0,152.0,31.0,33.0
247.0,152.0,31.0,33.0
247.0,152.0,30.0,33.0
247.0,152.0,30.0,33.0
247.0,151.0,30.0,33.0
247.0,151.0,30.0,33.0
247.0,151.0,29.0,33.0
247.0,151.0,29.0,33.0
247.0,151.0,29.0,33.0
247.0,151.0,29.0,33.0
246.0,150.0,28.0,32.0
246.0,150.0,28.0,32.0
246.0,150.0,28.0,32.0
246.0,150.0,28.0,32.0
246.0,150.0,28.0,32.0
246.0,150.0,28.0,32.0
246.0,150.0,27.0,31.0
246.0,150.0,27.0,31.0
246.0,150.0,27.0,31.0
246.0,150.0,27.0,31.0
246.0,150.0,27.0,31.0
246.0,150.0,27.0,31.0
246.0,150.0,26.0,30.0
246.0,150.0,26.0,30.0
246.0,150.0,26.0,30.0
246.0,150.0,26.0,30.0
246.0,150.0,26.0,30.0
246.0,150.0,26.0,30.0
246.0,150.0,26.0,30.0
245.0,149.0,25.0,29.0
245.0,149.0,25.0,29.0
245.0,149.0,25.0,29.0
245.0,149.0,25.0,29.0
245.0,149.0,25.0,29.0
245.0,149.0,25.0,29.0
245.0,149.0,24.0,28.0
245.0,149.0,24.0,28.0
245.0,149.0,24.0,28.0
245.0,149.0,24.0,28.0
245.0,149.0,24.0,28.0
245.0,149.0,24.0,28.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
245.0,149.0,23.0,27.0
244.0,149.0,23.0,27.0
244.0,149.0,23.0,27.0
243.0,149.0,24.0,27.0
243.0,149.0,24.0,27.0
243.0,149.0,25.0,27.0
242.0,149.0,25.0,27.0
242.0,149.0,25.0,27.0
241.0,149.0,26.0,27.0
241.0,149.0,26.0,27.0
241.0,149.0,27.0,27.0
240.0,149.0,27.0,27.0
240.0,149.0,28.0,27.0
